Fecha,Local,Visit,Local pitcher,Visit pitcher
2117,20180410.0,White,Rays,C. Fulmer ,B. Snell 
3641,20180813.0,Tigers,White,A. Lewicki,R. Lopez
4166,20180926.0,Mets,Braves,J. deGrom ,S. Newcomb
8652,20210804.0,Athletics,Padres,F. Montas,J. Musgrove
157,20170502.0,Marlins,Rays,E. Volquez ,A. Cobb 
3367,20180721.0,Athletics,Giants,T. Cahill,M. Bumgarner
8149,20210620.0,Nationals,Mets,P. Corbin ,T. Walker 
3577,20180807.0,Athletics,Dodgers,S. Manaea ,R. Hill 
9716,20220506.0,Padres,Marlins,Y. Darvish ,S. Alcantara 
7527,20210429.0,White,Tigers,C. Rodon ,C. Mize 
7385,20210417.0,Padres,Dodgers,Y. Darvish ,C. Kershaw 
624,20170610.0,Braves,Mets,M. Wisler ,S. Matz 
5863,20190813.0,Yankees,Orioles,D. German ,J. Means 
4865,20190517.0,Angels,Royals,M. Harvey ,B. Keller 
2038,20180403.0,Yankees,Rays,J. Montgomery,C. Archer
4924,20190522.0,Rays,Dodgers,R. Stanek,R. Hill
1327,20170811.0,Tigers,Twins,A. Sanchez ,K. Gibson
4680,20190501.0,Nationals,Cardinals,M. Scherzer ,M. Mikolas 
3827,20180829.0,Padres,Mariners,J. Lucchesi ,E. Ramirez 
8903,20210824.0,Braves,Yankees,C. Morton ,A. Heaney
9900,20220521.0,Angels,Athletics,M. Lorenzen ,F. Montas
8700,20210807.0,Brewers,Giants,B. Woodruff,A. Sanchez
10344,20220628.0,Guardians,Twins,K. Pilkington ,J. Winder 
10562,20220715.0,Blue,Royals,A. Manoah ,Z. Greinke 
2729,20180527.0,Cubs,Giants,T. Chatwood,T. Blach 
8593,20210730.0,Marlins,Yankees,Z. Thompson ,J. Taillon 
917,20170704.0,Brewers,Orioles,J. Nelson ,U. Jimenez 
2648,20180521.0,Dodgers,Rockies,W. Buehler,G. Marquez 
4444,20190410.0,Cubs,Pirates,Y. Darvish ,J. Lyles 
2029,20180402.0,Reds,Cubs,T. Mahle ,T. Chatwood 
9916,20220523.0,Reds,Cubs,V. Gutierrez ,D. Smyly 
10333,20220627.0,Cardinals,Marlins,A. Wainwright ,P. Lopez 
6566,20200803.0,Cubs,Royals,A. Mills ,D. Duffy 
2854,20180607.0,Reds,Rockies,T. Mahle,T. Anderson
497,20170530.0,Rangers,Rays,N. Martinez,M. Andriese
2282,20180423.0,Astros,Angels,G. Cole ,T. Skaggs 
2075,20180406.0,Rockies,Braves,G. Marquez ,B. McCarthy 
1824,20170919.0,Padres,Diamondbacks,T. Wood ,Z. Godley 
2731,20180528.0,R.Sox,Blue,D. Price ,A. Sanchez 
4387,20190405.0,Angels,Rangers,F. Pena,L. Lynn 
2375,20180430.0,Astros,Yankees,C. Morton ,S. Gray 
7105,20200922.0,Nationals,Phillies,A. Voth ,A. Nola 
9655,20220501.0,Orioles,R.Sox,J. Lyles ,N. Pivetta 
4799,20190511.0,Rockies,Padres,J. Gray,J. Lucchesi
2846,20180606.0,Blue,Yankees,S. Gaviglio,S. Gray
493,20170530.0,Pirates,Diamondbacks,I. Nova ,R. Ray 
3172,20180702.0,Dodgers,Pirates,A. Wood ,N. Kingham 
10325,20220626.0,Cardinals,Cubs,J. Flaherty,A. Mills
5186,20190613.0,R.Sox,Rangers,D. Price,A. Sampson
1961,20170930.0,Phillies,Mets,H. Alvarez,S. Lugo
6152,20190905.0,Rays,Blue,A. Pruitt,T. Thornton
2322,20180426.0,Orioles,Rays,D. Bundy ,C. Archer 
8680,20210806.0,Guardians,Tigers,C. Quantrill ,M. Manning 
5837,20190810.0,White,Athletics,R. Lopez ,T. Roark 
2310,20180425.0,Blue,R.Sox,A. Sanchez,E. Rodriguez 
5567,20190718.0,Guardians,Tigers,T. Bauer ,M. Boyd 
10507,20220710.0,Padres,Giants,M. Gore ,A. Wood 
4369,20190403.0,Rangers,Astros,M. Minor ,G. Cole 
5912,20190817.0,Pirates,Cubs,S. Brault ,J. Lester 
3088,20180625.0,Rays,Nationals,B. Snell ,G. Gonzalez 
4338,20190401.0,Reds,Brewers,T. Roark,Z. Davies
283,20170513.0,Guardians,Twins,M. Clevinger ,J. Berrios 
6596,20200806.0,Mariners,Angels,T. Walker ,D. Bundy 
4693,20190503.0,Cubs,Cardinals,K. Hendricks ,J. Flaherty 
1411,20170817.0,Padres,Nationals,J. Chacin,E. Jackson 
7557,20210501.0,Diamondbacks,Rockies,Z. Gallen ,A. Gomber 
5587,20190719.0,Mariners,Angels,M. Leake ,T. Cole
2501,20180510.0,Marlins,Braves,C. Smith ,M. Foltynewicz 
4611,20190425.0,Reds,Braves,L. Castillo ,J. Teheran 
8408,20210713.0,All-Stars,All-Stars,M. Scherzer,S. Ohtani 
8234,20210627.0,Tigers,Astros,T. Skubal,J. Odorizzi
663,20170613.0,Padres,Reds,C. Richard ,S. Feldman 
4153,20180925.0,Mets,Braves,N. Syndergaard,T. Toussaint
9865,20220518.0,Cubs,Pirates,D. Smyly ,W. Crowe
3850,20180831.0,Phillies,Cubs,N. Pivetta,J. Quintana
27,20170421.0,Twins,Tigers,H. Santiago ,J. Verlander 
9543,20220421.0,Cubs,Pirates,M. Leiter Jr.,B. Wilson
249,20170510.0,Rockies,Cubs,G. Marquez ,K. Hendricks 
8670,20210805.0,Blue,Guardians,R. Stripling ,T. McKenzie 
8086,20210615.0,Braves,R.Sox,T. Davidson,E. Rodriguez
1987,20180329.0,Athletics,Angels,K. Graveman,G. Richards
8824,20210817.0,Diamondbacks,Phillies,T. Widener,K. Gibson 
7640,20210508.0,Braves,Phillies,I. Anderson,V. Velasquez
270,20170512.0,Guardians,Twins,J. Tomlin ,E. Santana 
584,20170607.0,Orioles,Pirates,W. Miley,C. Kuhl
8836,20210818.0,Rangers,Mariners,M. Foltynewicz ,M. Gonzales 
5491,20190712.0,Cardinals,Diamondbacks,D. Ponce de Leon,R. Ray 
5241,20190617.0,Padres,Brewers,J. Lucchesi ,J. Chacin 
3282,20180711.0,White,Cardinals,C. Rodon ,L. Weaver 
2418,20180504.0,Yankees,Guardians,C. Sabathia,J. Tomlin
1729,20170911.0,Giants,Dodgers,C. Stratton,K. Maeda
5476,20190707.0,Pirates,Brewers,J. Musgrove,C. Anderson
7063,20200917.0,Tigers,Guardians,C. Mize ,S. Bieber 
746,20170620.0,Dodgers,Mets,B. McCarthy ,R. Gsellman 
8914,20210825.0,R.Sox,Twins,N. Pivetta,B. Ober
3368,20180721.0,Mariners,White,F. Hernandez ,D. Covey 
5386,20190629.0,Giants,Diamondbacks,D. Pomeranz,Z. Greinke 
1939,20170928.0,Rangers,Athletics,M. Gonzalez ,S. Manaea 
9890,20220521.0,Rockies,Mets,G. Marquez ,C. Carrasco 
1801,20170917.0,Cubs,Cardinals,J. Quintana,L. Lynn
2176,20180414.0,Mariners,Athletics,M. Gonzales,K. Graveman 
7199,20210401.0,Mariners,Giants,M. Gonzales,K. Gausman
4592,20190423.0,Cubs,Dodgers,J. Quintana ,K. Maeda 
3598,20180809.0,Giants,Pirates,A. Suarez ,I. Nova 
8753,20210812.0,Mets,Nationals,T. Williams,E. Fedde
7653,20210510.0,Pirates,Reds,M. Keller ,T. Mahle 
7298,20210410.0,Braves,Phillies,I. Anderson,Z. Eflin
4155,20180925.0,Cardinals,Brewers,A. Gomber ,G. Gonzalez
3073,20180624.0,Rays,Yankees,M. Andriese,D. German
138,20170430.0,Diamondbacks,Rockies,P. Corbin,G. Marquez
7736,20210517.0,Braves,Mets,M. Fried ,T. Walker
4393,20190406.0,Cardinals,Padres,M. Wacha,C. Paddack
5929,20190818.0,Braves,Dodgers,M. Fried,T. Gonsolin
8331,20210705.0,Cubs,Phillies,Z. Davies,M. Moore
9727,20220507.0,Braves,Brewers,M. Fried ,C. Burnes 
6956,20200908.0,Cardinals,Twins,D. Ponce de Leon,R. Dobnak 
7737,20210517.0,Twins,White,J.A. Happ ,D. Keuchel 
4893,20190519.0,Nationals,Cubs,J. Hellickson ,K. Hendricks 
7101,20200921.0,Braves,Marlins,H. Ynoa,T. Rogers 
7432,20210421.0,R.Sox,Blue,G. Richards ,T. Thornton
3719,20180819.0,Rangers,Angels,Y. Gallardo,J. Barria
6120,20190903.0,Reds,Phillies,L. Sims,V. Velasquez
8150,20210620.0,Yankees,Athletics,J. Montgomery,S. Manaea 
10405,20220703.0,Pirates,Brewers,Z. Thompson ,B. Woodruff 
8911,20210825.0,Pirates,Diamondbacks,B. Wilson,T. Gilbert
7852,20210526.0,Astros,Dodgers,L. Garcia ,T. Bauer 
2919,20180612.0,Rays,Blue,R. Stanek,J. Garcia 
264,20170511.0,White,Twins,D. Holland ,P. Hughes
4633,20190427.0,Nationals,Padres,S. Strasburg,E. Lauer
9253,20210923.0,Orioles,Rangers,Z. Lowther ,G. Otto 
6972,20200909.0,Mets,Orioles,R. Porcello,J. Lopez
3938,20180907.0,Rockies,Dodgers,J. Gray,C. Kershaw 
9425,20220411.0,Tigers,R.Sox,M. Manning,M. Wacha
9356,20211002.0,Nationals,R.Sox,J. Gray,T. Houck
1346,20170812.0,Rangers,Astros,T. Ross ,M. Fiers 
9123,20210912.0,White,R.Sox,L. Lynn,N. Pivetta
556,20170604.0,Royals,Guardians,E. Skoglund ,T. Bauer
4895,20190520.0,Guardians,Athletics,C. Carrasco ,B. Anderson 
1847,20170921.0,Astros,White,D. Keuchel ,C. Fulmer
9574,20220424.0,Nationals,Giants,J. Adon ,L. Webb 
6280,20190916.0,Brewers,Padres,Z. Davies ,G. Richards 
5695,20190728.0,Mariners,Tigers,M. Wisler,M. Boyd
5210,20190615.0,Orioles,R.Sox,D. Bundy ,C. Sale 
3816,20180828.0,Braves,Rays,J. Teheran,R. Stanek
8429,20210717.0,Nationals,Padres,P. Corbin ,B. Snell
7944,20210603.0,Yankees,Rays,G. Cole ,R. Yarbrough 
843,20170628.0,Marlins,Mets,J. Locke ,S. Matz 
10012,20220531.0,Yankees,Angels,J. Montgomery ,N. Syndergaard 
1793,20170917.0,Guardians,Royals,C. Kluber ,D. Duffy 
4442,20190410.0,Astros,Yankees,C. McHugh ,J. Paxton 
9449,20220413.0,Giants,Padres,L. Webb ,S. Manaea 
1349,20170812.0,Mariners,Angels,E. Ramirez,J. Ramirez
1108,20170723.0,Twins,Tigers,A. Mejia,M. Boyd 
8511,20210723.0,Giants,Pirates,J. Cueto,C. Kuhl
6684,20200815.0,Twins,Royals,J. Berrios ,D. Duffy 
7677,20210512.0,Rays,Yankees,C. McHugh,G. Cole 
9971,20220528.0,R.Sox,Orioles,N. Eovaldi ,J. Lyles
5288,20190621.0,Rangers,White,A. Jurado,R. Lopez
6175,20190907.0,Mets,Phillies,M. Stroman ,D. Smyly 
3617,20180811.0,White,Guardians,J. Shields ,T. Bauer 
5419,20190703.0,Mets,Yankees,J. Vargas ,D. German 
4652,20190428.0,Diamondbacks,Cubs,L. Weaver,J. Quintana
8760,20210812.0,Diamondbacks,Padres,M. Peacock,Y. Darvish 
907,20170703.0,Cardinals,Marlins,A. Wainwright ,J. Locke 
525,20170602.0,Phillies,Giants,J. Eickhoff ,T. Blach 
3994,20180911.0,Giants,Braves,A. Suarez ,M. Foltynewicz 
4424,20190409.0,R.Sox,Blue,C. Sale ,M. Shoemaker 
9300,20210927.0,Guardians,Royals,C. Quantrill ,J. Kowar 
2446,20180505.0,Athletics,Orioles,T. Cahill,K. Gausman
9044,20210905.0,Cubs,Pirates,Z. Davies,W. Crowe
1725,20170911.0,Brewers,Pirates,B. Woodruff ,S. Brault 
7517,20210428.0,Blue,Nationals,S. Matz ,E. Fedde 
3828,20180829.0,R.Sox,Marlins,D. Price,T. Richards
5533,20190715.0,Royals,White,J. Junis ,L. Giolito 
1703,20170909.0,Cardinals,Pirates,C. Martinez,C. Kuhl
7430,20210421.0,Yankees,Braves,C. Kluber ,I. Anderson 
9074,20210908.0,Marlins,Mets,S. Alcantara,R. Hill
1761,20170914.0,Nationals,Braves,T. Roark ,M. Foltynewicz 
2716,20180527.0,R.Sox,Braves,C. Sale ,M. Foltynewicz 
4448,20190411.0,Reds,Marlins,S. Gray,P. Lopez 
4079,20180918.0,Padres,Giants,J. Lucchesi,D. Holland
3690,20180817.0,Rangers,Angels,D. Hutchison ,O. Despaigne 
7951,20210603.0,Cardinals,Reds,A. Wainwright ,V. Gutierrez 
2285,20180424.0,White,Mariners,C. Volstad ,M. Gonzales 
3967,20180909.0,Diamondbacks,Braves,R. Ray,T. Toussaint
4491,20190414.0,Diamondbacks,Padres,Z. Greinke ,E. Lauer 
7453,20210423.0,Rockies,Phillies,G. Marquez,V. Velasquez
2081,20180407.0,R.Sox,Rays,R. Porcello ,J. Faria 
271,20170512.0,Marlins,Braves,J. Urena ,M. Foltynewicz 
2023,20180401.0,Tigers,Pirates,M. Fulmer ,T. Williams 
8757,20210812.0,Braves,Reds,K. Muller ,V. Gutierrez 
411,20170524.0,Orioles,Twins,C. Tillman ,J. Berrios 
4583,20190423.0,R.Sox,Tigers,C. Sale,M. Boyd 
1091,20170722.0,Guardians,Blue,D. Salazar,M. Stroman
2099,20180408.0,Brewers,Cubs,C. Anderson ,J. Quintana 
7270,20210407.0,Marlins,Cardinals,P. Lopez ,J. Flaherty 
7879,20210529.0,Rays,Phillies,R. Yarbrough,Z. Wheeler
8727,20210810.0,Guardians,Athletics,T. McKenzie,S. Manaea
4122,20180922.0,Marlins,Reds,J. Urena ,A. DeSclafani 
5526,20190715.0,Rockies,Giants,G. Marquez ,J. Samardzija 
2004,20180330.0,Athletics,Angels,S. Manaea ,T. Skaggs 
8270,20210630.0,Phillies,Marlins,A. Nola ,J. Holloway
1252,20170804.0,Pirates,Padres,I. Nova,T. Wood
10172,20220614.0,Blue,Orioles,Y. Kikuchi ,J. Lyles 
2525,20180512.0,Orioles,Rays,D. Hess ,C. Archer 
9993,20220529.0,Athletics,Rangers,J. Kaprielian,D. Dunning
4774,20190510.0,Orioles,Angels,D. Straily ,T. Cahill 
8432,20210717.0,Yankees,R.Sox,G. Cole ,N. Eovaldi
1213,20170801.0,R.Sox,Guardians,C. Sale,C. Carrasco
4107,20180921.0,Braves,Phillies,J. Teheran,N. Pivetta
5562,20190718.0,Marlins,Padres,C. Smith,D. Lamet
3383,20180722.0,Phillies,Padres,V. Velasquez ,L. Perdomo 
204,20170506.0,Royals,Guardians,J. Vargas,J. Tomlin
6478,20200726.0,Nationals,Yankees,P. Corbin,J. Loaisiga
9715,20220506.0,Diamondbacks,Rockies,M. Kelly ,C. Kuhl
10106,20220608.0,Guardians,Rangers,S. Bieber,D. Dunning 
2070,20180405.0,Yankees,Orioles,M. Tanaka ,A. Cashner 
4817,20190513.0,Twins,Angels,J. Berrios ,T. Skaggs 
1841,20170921.0,Angels,Guardians,P. Bridwell ,D. Salazar
9313,20210928.0,Astros,Rays,J. Urquidy,M. Wacha
1751,20170913.0,Brewers,Pirates,C. Anderson ,T. Glasnow 
447,20170527.0,Yankees,Athletics,C. Sabathia ,J. Cotton 
1976,20171001.0,Rays,Orioles,B. Snell ,K. Gausman 
6555,20200802.0,Cubs,Pirates,J. Lester,S. Brault
3185,20180703.0,Diamondbacks,Cardinals,Z. Greinke ,J. Flaherty 
10145,20220611.0,Padres,Rockies,M. Gore ,K. Freeland 
10378,20220701.0,Reds,Braves,M. Minor ,M. Fried 
6942,20200907.0,Mets,Phillies,D. Peterson,Z. Wheeler
795,20170624.0,Cardinals,Pirates,L. Lynn ,G. Cole 
6885,20200902.0,Pirates,Cubs,J. Musgrove ,K. Hendricks 
4781,20190510.0,Cardinals,Pirates,A. Wainwright,T. Williams 
5897,20190815.0,Athletics,Astros,M. Fiers,A. Sanchez
4055,20180916.0,Padres,Rangers,J. Nix,M. Minor
4474,20190413.0,Nationals,Pirates,A. Sanchez,C. Archer
1286,20170807.0,Nationals,Marlins,M. Scherzer,C. O'Grady
8720,20210809.0,Guardians,Reds,S. Hentges,L. Castillo 
5921,20190817.0,Rockies,Marlins,G. Marquez ,H. Noesi 
8860,20210820.0,Padres,Phillies,B. Snell ,M. Moore
3214,20180706.0,Brewers,Braves,F. Peralta ,M. Foltynewicz 
10160,20220613.0,Phillies,Marlins,A. Nola,S. Alcantara
3501,20180802.0,Cardinals,Rockies,M. Mikolas,A. Senzatela
6401,20190926.0,Nationals,Phillies,S. Strasburg ,J. Vargas 
1097,20170722.0,Rockies,Pirates,G. Marquez ,C. Kuhl 
7598,20210505.0,Phillies,Brewers,C. Anderson,F. Peralta 
2586,20180516.0,R.Sox,Athletics,C. Sale ,T. Cahill 
4344,20190401.0,Athletics,R.Sox,A. Brooks ,D. Price 
3701,20180818.0,Pirates,Cubs,J. Musgrove ,T. Chatwood 
10432,20220705.0,Pirates,Yankees,J. Quintana ,J. Taillon 
6011,20190825.0,Guardians,Royals,S. Bieber,E. Skoglund
4224,20180930.0,Royals,Guardians,E. Skoglund ,C. Carrasco 
9220,20210921.0,Guardians,Royals,C. Quantrill ,D. Lynch 
4790,20190511.0,Cubs,Brewers,C. Hamels,Z. Davies
3523,20180804.0,Nationals,Reds,G. Gonzalez ,A. DeSclafani 
9181,20210917.0,Giants,Braves,L. Webb,I. Anderson
8153,20210620.0,Astros,White,L. McCullers Jr. ,D. Keuchel 
4420,20190408.0,Royals,Mariners,H. Bailey ,F. Hernandez
7325,20210413.0,Orioles,Mariners,J. Means,J. Sheffield
9820,20220515.0,Marlins,Brewers,E. Hernandez ,B. Woodruff 
3166,20180701.0,Yankees,R.Sox,L. Severino ,D. Price 
6538,20200731.0,Mariners,Athletics,T. Walker ,S. Manaea 
5473,20190707.0,Reds,Guardians,T. Mahle ,T. Bauer 
1665,20170906.0,Mets,Phillies,R. Gsellman ,N. Pivetta 
3446,20180728.0,Astros,Rangers,J. Verlander ,A. Jurado 
7906,20210530.0,Diamondbacks,Cardinals,M. Peacock ,K. Kim 
8453,20210718.0,Angels,Mariners,P. Sandoval ,L. Gilbert 
6097,20190901.0,Nationals,Marlins,P. Corbin ,C. Smith 
4118,20180922.0,Pirates,Brewers,T. Williams ,Z. Davies 
2000,20180330.0,Braves,Phillies,M. Foltynewicz,N. Pivetta
8105,20210616.0,Blue,Yankees,R. Stripling ,G. Cole 
1601,20170901.0,Brewers,Nationals,J. Nelson ,T. Roark 
5530,20190715.0,R.Sox,Blue,R. Porcello ,T. Thornton 
6494,20200727.0,Reds,Cubs,W. Miley ,J. Lester 
7221,20210404.0,Yankees,Blue,D. German ,T.J. Zeuch
2610,20180518.0,Mariners,Tigers,F. Hernandez,M. Fulmer
10568,20220715.0,Cardinals,Reds,A. Pallante ,H. Greene 
6519,20200730.0,Blue,Nationals,H. Ryu ,E. Fedde
4926,20190522.0,Mets,Nationals,J. deGrom,M. Scherzer
7692,20210513.0,Diamondbacks,Marlins,M. Kelly ,T. Rogers 
5037,20190531.0,Rockies,Blue,G. Marquez ,E. Jackson 
7167,20200926.0,White,Cubs,D. Dunning,J. Lester 
9815,20220514.0,Dodgers,Phillies,J. Urias ,R. Suarez 
280,20170513.0,R.Sox,Rays,C. Sale ,B. Snell 
7897,20210530.0,Rays,Phillies,C. McHugh,Z. Eflin 
9858,20220518.0,Dodgers,Diamondbacks,W. Buehler ,Z. Davies 
1323,20170810.0,Diamondbacks,Dodgers,A. Banda ,Y. Darvish 
7911,20210531.0,Reds,Phillies,W. Miley ,V. Velasquez 
1792,20170917.0,Yankees,Orioles,S. Gray ,U. Jimenez 
8363,20210708.0,Mariners,Yankees,L. Gilbert ,J. Montgomery 
8718,20210808.0,Padres,Diamondbacks,B. Snell ,M. Bumgarner 
6283,20190916.0,Cubs,Reds,C. Hamels,K. Gausman 
7005,20200912.0,Brewers,Cubs,B. Suter,K. Hendricks
7428,20210421.0,Angels,Rangers,J. Quintana,M. Foltynewicz
4188,20180928.0,Rays,Blue,T. Glasnow,T. Pannone
8013,20210609.0,Pirates,Dodgers,T. Anderson ,T. Gonsolin
6799,20200825.0,Guardians,Twins,S. Bieber ,R. Hill
1646,20170905.0,Pirates,Cubs,S. Brault,K. Hendricks
7078,20200918.0,Marlins,Nationals,D. Castano,W. Crowe 
5023,20190530.0,Pirates,Brewers,J. Musgrove ,C. Anderson 
9083,20210909.0,Cardinals,Dodgers,J. Woodford,T. Gonsolin
664,20170614.0,Padres,Reds,J. Chacin ,A. Garrett
7537,20210430.0,Reds,Cubs,W. Miley ,J. Arrieta 
771,20170622.0,Braves,Giants,J. Garcia,M. Cain 
1693,20170908.0,Dodgers,Rockies,Y. Darvish ,G. Marquez
9340,20210930.0,Giants,Diamondbacks,S. Kazmir,M. Bumgarner
7241,20210405.0,Athletics,Dodgers,F. Montas ,D. May 
6370,20190924.0,Nationals,Phillies,M. Scherzer ,A. Nola 
1923,20170927.0,Phillies,Nationals,M. Leiter Jr.,T. Roark 
1996,20180330.0,Reds,Nationals,H. Bailey ,M. Scherzer 
7482,20210425.0,Braves,Diamondbacks,D. Smyly ,M. Bumgarner 
6882,20200902.0,Marlins,Blue,S. Sanchez ,H. Ryu 
10252,20220620.0,Padres,Diamondbacks,Y. Darvish ,Z. Davies 
5856,20190811.0,Giants,Phillies,C. Menez,J. Arrieta
3948,20180908.0,Rays,Orioles,D. Castillo,D. Hess 
2901,20180610.0,Rangers,Astros,M. Moore,D. Keuchel
10567,20220715.0,Astros,Athletics,J. Urquidy ,C. Irvin 
4288,20190326.0,Giants,Athletics,J. Samardzija ,A. Brooks 
10498,20220710.0,Reds,Rays,N. Lodolo ,S. Baz 
5477,20190707.0,White,Cubs,I. Nova ,K. Hendricks 
5270,20190620.0,Diamondbacks,Rockies,R. Ray,J. Hoffman
8970,20210830.0,Nationals,Phillies,J. Gray ,Z. Wheeler 
8294,20210702.0,Rockies,Cardinals,C. Gonzalez,J. Oviedo
2054,20180404.0,Mets,Phillies,N. Syndergaard,A. Nola
10133,20220611.0,White,Rangers,L. Giolito,M. Perez
3398,20180724.0,Rays,Yankees,Y. Chirinos ,M. Tanaka 
127,20170430.0,Yankees,Orioles,J. Montgomery,W. Miley
5519,20190714.0,Cubs,Pirates,J. Quintana ,T. Williams 
9921,20220523.0,Cardinals,Blue,M. Mikolas,J. Berrios
6613,20200808.0,Rays,Yankees,T. Glasnow ,G. Cole
7010,20200912.0,Rockies,Angels,K. Freeland,J. Barria
5955,20190820.0,Astros,Tigers,A. Sanchez,S. Turnbull 
3941,20180907.0,Mariners,Yankees,J. Paxton ,M. Tanaka 
5903,20190816.0,Rays,Tigers,C. Morton ,D. Norris
6565,20200803.0,Brewers,White,B. Anderson,C. Rodon
9835,20220516.0,Rangers,Angels,J. Gray ,N. Syndergaard 
9103,20210911.0,Cubs,Giants,Z. Davies ,K. Gausman 
7769,20210519.0,Mariners,Tigers,L. Gilbert ,T. Skubal 
459,20170527.0,Pirates,Mets,G. Cole,Z. Wheeler
9613,20220427.0,Braves,Cubs,C. Morton,M. Leiter Jr.
884,20170701.0,Tigers,Guardians,J. Zimmermann ,C. Carrasco 
3613,20180811.0,Cubs,Nationals,J. Lester ,T. Roark 
5889,20190815.0,Tigers,Mariners,S. Turnbull ,M. Wisler
851,20170629.0,Astros,Athletics,B. Peacock ,D. Gossett 
738,20170620.0,Marlins,Nationals,E. Volquez ,G. Gonzalez 
7843,20210526.0,Twins,Orioles,M. Pineda ,J. Lopez 
2002,20180330.0,Diamondbacks,Rockies,R. Ray ,T. Anderson
2315,20180425.0,Cardinals,Mets,M. Wacha ,S. Matz 
10315,20220625.0,Diamondbacks,Tigers,Z. Davies,A. Faedo
10356,20220629.0,Royals,Rangers,Z. Greinke ,D. Dunning 
1328,20170811.0,Marlins,Rockies,J. Urena,J. Gray
2775,20180530.0,Padres,Marlins,C. Richard,J. Urena
8472,20210720.0,Reds,Mets,W. Miley ,R. Stock
1919,20170927.0,Rockies,Marlins,J. Gray ,A. Conley 
3492,20180801.0,Twins,Guardians,A. Mejia,C. Carrasco 
4216,20180930.0,Angels,Athletics,M. Shoemaker,B. Anderson
3864,20180901.0,Guardians,Rays,S. Bieber ,B. Snell 
3548,20180805.0,Diamondbacks,Giants,R. Ray,D. Holland
1141,20170726.0,Diamondbacks,Braves,P. Corbin ,A. Blair 
8872,20210821.0,Cardinals,Pirates,J.A. Happ,D. Peters
5276,20190620.0,Cubs,Mets,T. Chatwood,W. Lockett 
10134,20220611.0,Cardinals,Reds,A. Wainwright,H. Greene
5600,20190720.0,Diamondbacks,Brewers,Z. Greinke,G. Gonzalez
1848,20170921.0,Mariners,Rangers,J. Paxton ,C. Hamels 
8732,20210810.0,Royals,Yankees,D. Lynch,N. Cortes 
10274,20220622.0,Orioles,Nationals,T. Wells ,P. Corbin 
7567,20210502.0,Athletics,Orioles,S. Manaea,B. Zimmermann
9245,20210923.0,Guardians,White,A. Civale ,R. Lopez
10195,20220615.0,Rockies,Guardians,A. Gomber ,K. Pilkington
5483,20190712.0,Cubs,Pirates,Y. Darvish,C. Archer
6046,20190828.0,Phillies,Pirates,V. Velasquez ,M. Keller 
3716,20180819.0,White,Royals,R. Lopez,H. Fillmyer
6605,20200807.0,Royals,Twins,J. Junis,D. Smeltzer
450,20170527.0,White,Tigers,T. Danish ,M. Fulmer 
1230,20170802.0,Cubs,Diamondbacks,J. Arrieta ,Z. Godley 
5844,20190811.0,R.Sox,Angels,A. Cashner,P. Sandoval
9785,20220512.0,Twins,Astros,J. Winder ,L. Garcia 
5405,20190701.0,Padres,Giants,L. Allen ,J. Samardzija 
3212,20180706.0,Blue,Yankees,S. Gaviglio,S. Gray 
3984,20180911.0,Phillies,Nationals,J. Arrieta,T. Roark
10126,20220610.0,Guardians,Athletics,T. McKenzie,P. Blackburn
9919,20220523.0,Braves,Phillies,T. Davidson ,Z. Wheeler 
4219,20180930.0,Reds,Pirates,S. Romano,C. Holmes
1796,20170917.0,Rays,R.Sox,J. Odorizzi ,E. Rodriguez 
5978,20190822.0,Braves,Marlins,M. Soroka,S. Alcantara
2874,20180608.0,Twins,Angels,L. Lynn,G. Richards
7859,20210527.0,Tigers,Guardians,M. Boyd ,S. Bieber 
717,20170618.0,Orioles,Cardinals,U. Jimenez ,L. Lynn 
10485,20220709.0,Royals,Guardians,J. Heasley ,T. McKenzie 
10448,20220706.0,Braves,Cardinals,M. Fried ,M. Mikolas 
9661,20220501.0,Royals,Yankees,D. Lynch,L. Severino
5041,20190531.0,Mariners,Angels,M. Leake ,T. Skaggs 
9276,20210925.0,Orioles,Rangers,C. Ellis,J. Lyles 
6427,20190928.0,Mets,Braves,S. Matz ,M. Foltynewicz 
8172,20210622.0,Yankees,Royals,G. Cole,B. Singer
5143,20190609.0,Marlins,Braves,P. Lopez,M. Fried
6363,20190922.0,Guardians,Phillies,A. Plutko,V. Velasquez 
10442,20220706.0,Tigers,Guardians,M. Pineda ,S. Bieber 
2454,20180506.0,Rangers,R.Sox,D. Fister ,C. Sale 
9573,20220424.0,Braves,Marlins,B. Elder ,J. Luzardo 
240,20170509.0,Rays,Royals,M. Andriese,C. Young
408,20170523.0,Astros,Tigers,L. McCullers Jr. ,J. Zimmermann 
3914,20180905.0,Nationals,Cardinals,T. Roark ,M. Mikolas 
1697,20170909.0,Athletics,Astros,D. Gossett ,C. Morton 
8109,20210616.0,Mariners,Twins,J. Sheffield ,B. Ober
1347,20170812.0,Diamondbacks,Cubs,P. Corbin ,J. Lester 
3901,20180904.0,Marlins,Phillies,T. Richards ,J. Arrieta 
2457,20180506.0,Reds,Marlins,B. Finnegan ,D. Straily
3439,20180728.0,Yankees,Royals,L. Severino ,B. Keller 
1376,20170814.0,Padres,Phillies,T. Wood,J. Eickhoff
787,20170624.0,White,Athletics,J. Shields ,D. Gossett 
5792,20190806.0,Diamondbacks,Phillies,M. Leake,J. Arrieta
